hmdb_id	name	pubchem_id	chebi_id	kegg_id	metlin_id	lipid	smiles	exactmass	formula	inchi_key	super_class	main_class	sub_class	synonym	chem_id	comp_id	derived_feature
""	1-palmitoyl-GPG (16:0)*			""			""			""		Lipid	Lysophospholipid	1-palmitoyl-GPG (16:0)*	100005717	45970	FALSE
HMDB61695	1-palmitoyl-GPI (16:0)			""			""			""		Lipid	Lysophospholipid	1-palmitoyl-GPI (16:0)	100001655	35305	FALSE
HMDB31074	1-palmitoylglycerol (16:0)			""			""			""		Lipid	Monoacylglycerol	1-palmitoylglycerol (16:0)	100000827	21127	FALSE
HMDB02331	1-ribosyl-imidazoleacetate*			""			""			""		Amino Acid	Histidine Metabolism	1-ribosyl-imidazoleacetate*	100001668	61868	FALSE
HMDB08048	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)			""			""			""		Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	100001869	42450	FALSE
HMDB09003	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)			""			""			""		Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	100008977	52447	FALSE
HMDB09815	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)			""			""			""		Lipid	Phosphatidylinositol (PI)	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	100000616	52449	FALSE
HMDB08057	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)			""			""			""		Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	100008916	52611	FALSE
HMDB05334	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*			""			""			""		Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	100008992	52466	FALSE
HMDB08039	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*			""			""			""		Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	100008980	52452	FALSE
HMDB08994	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*			""			""			""		Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	100008976	52446	FALSE
HMDB09809	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)			""			""			""		Lipid	Phosphatidylinositol (PI)	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	100008994	52468	FALSE
HMDB08038	1-stearoyl-2-oleoyl-GPC (18:0/18:1)			""			""			""		Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	100008904	52438	FALSE
HMDB08993	1-stearoyl-2-oleoyl-GPE (18:0/18:1)			""			""			""		Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	100001856	42448	FALSE
""	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*			""			""			""		Lipid	Phosphatidylinositol (PI)	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	100009181	52726	FALSE
HMDB10163	1-stearoyl-2-oleoyl-GPS (18:0/18:1)			""			""			""		Lipid	Phosphatidylserine (PS)	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	100000639	19265	FALSE
HMDB10384	1-stearoyl-GPC (18:0)			""			""			""		Lipid	Lysophospholipid	1-stearoyl-GPC (18:0)	100001271	33961	FALSE
HMDB11130	1-stearoyl-GPE (18:0)			""			""			""		Lipid	Lysophospholipid	1-stearoyl-GPE (18:0)	100001461	42398	FALSE
""	1-stearoyl-GPG (18:0)			""			""			""		Lipid	Lysophospholipid	1-stearoyl-GPG (18:0)	100001462	34437	FALSE
HMDB61696	1-stearoyl-GPI (18:0)			""			""			""		Lipid	Lysophospholipid	1-stearoyl-GPI (18:0)	100000656	19324	FALSE
HMDB60038	10-heptadecenoate (17:1n7)			""			""			""		Lipid	Long Chain Fatty Acid	10-heptadecenoate (17:1n7)	100001278	33971	FALSE
HMDB13622	10-nonadecenoate (19:1n9)			""			""			""		Lipid	Long Chain Fatty Acid	10-nonadecenoate (19:1n9)	100001277	33972	FALSE
HMDB33724	10-undecenoate (11:1n1)			""			""			""		Lipid	Medium Chain Fatty Acid	10-undecenoate (11:1n1)	100001197	32497	FALSE
HMDB04705	12,13-DiHOME			""			""			""		Lipid	Fatty Acid, Dihydroxy	12,13-DiHOME	62	38395	FALSE
HMDB06111	12-HETE			""			""			""		Lipid	Eicosanoid	12-HETE	100002167	37536	FALSE
HMDB12535	12-HHTrE			""			""			""		Lipid	Eicosanoid	12-HHTrE	1261	57393	FALSE
""	13-HODE + 9-HODE			""			""			""		Lipid	Fatty Acid, Monohydroxy	13-HODE + 9-HODE	100002196	37752	FALSE
""	14-HDoHE/17-HDoHE			""			""			""		Lipid	Fatty Acid, Monohydroxy	14-HDoHE/17-HDoHE	100009278	53034	FALSE
""	15-methylpalmitate (i17:0)			""			""			""		Lipid	Fatty Acid, Branched	15-methylpalmitate (i17:0)	100002945	38768	FALSE
HMDB06294	16-hydroxypalmitate			""			""			""		Lipid	Fatty Acid, Monohydroxy	16-hydroxypalmitate	100002953	39609	FALSE
""	16a-hydroxy DHEA 3-sulfate			""			""			""		Lipid	Androgenic Steroids	16a-hydroxy DHEA 3-sulfate	100002126	38168	FALSE
HMDB37397	17-methylstearate (i19:0)			""			""			""		Lipid	Fatty Acid, Branched	17-methylstearate (i19:0)	100002356	38296	FALSE
HMDB00416	17alpha-hydroxypregnenolone 3-sulfate			""			""			""		Lipid	Pregnenolone Steroids	17alpha-hydroxypregnenolone 3-sulfate	100002128	37482	FALSE
""	1H-indole-7-acetic acid			""			""			""		Xenobiotics	Bacterial/Fungal	1H-indole-7-acetic acid	100004601	57783	FALSE
HMDB00012	2'-deoxyuridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	2'-deoxyuridine	536	52602	FALSE
""	2'-O-methyluridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	2'-O-methyluridine	100010896	57655	FALSE
HMDB29576	2,3-dihydroxy-2-methylbutyrate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	2,3-dihydroxy-2-methylbutyrate	100010869	57547	FALSE
HMDB12141	2,3-dihydroxyisovalerate			""			""			""		Xenobiotics	Food Component/Plant	2,3-dihydroxyisovalerate	100002417	38276	FALSE
""	2,5-dimethylphenol sulfate			""			""			""		Xenobiotics	Food Component/Plant	2,5-dimethylphenol sulfate	100020519	62533	FALSE
""	2-acetamidophenol sulfate			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	2-acetamidophenol sulfate	100006190	48580	FALSE
HMDB00510	2-aminoadipate			""			""			""		Amino Acid	Lysine Metabolism	2-aminoadipate	381	6146	FALSE
HMDB00650	2-aminobutyrate			""			""			""		Amino Acid	Glutathione Metabolism	2-aminobutyrate	1128	42374	FALSE
HMDB00991	2-aminooctanoate			""			""			""		Lipid	Fatty Acid, Amino	2-aminooctanoate	100004227	43343	FALSE
HMDB61116	2-aminophenol sulfate			""			""			""		Xenobiotics	Chemical	2-aminophenol sulfate	100004322	43266	FALSE
HMDB04666	2-arachidonoylglycerol (20:4)			""			""			""		Lipid	Monoacylglycerol	2-arachidonoylglycerol (20:4)	100000584	19266	FALSE
HMDB11557	2-docosahexaenoylglycerol (22:6)*			""			""			""		Lipid	Monoacylglycerol	2-docosahexaenoylglycerol (22:6)*	100006352	48675	FALSE
HMDB00317	2-hydroxy-3-methylvalerate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	2-hydroxy-3-methylvalerate	100001541	36746	FALSE
""	2-hydroxyacetaminophen sulfate*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	2-hydroxyacetaminophen sulfate*	100001791	33173	FALSE
""	2-hydroxybehenate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxybehenate	100015637	57663	FALSE
""	2-hydroxybutyrate/2-hydroxyisobutyrate			""			""			""		Amino Acid	Glutathione Metabolism	2-hydroxybutyrate/2-hydroxyisobutyrate	100008928	52281	FALSE
""	2-hydroxydecanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxydecanoate	100004089	42489	FALSE
HMDB00606	2-hydroxyglutarate			""			""			""		Lipid	Fatty Acid, Dicarboxylate	2-hydroxyglutarate	100002070	37253	FALSE
HMDB00840	2-hydroxyhippurate (salicylurate)			""			""			""		Xenobiotics	Benzoate Metabolism	2-hydroxyhippurate (salicylurate)	1869	18281	FALSE
HMDB60920	2-hydroxyibuprofen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	2-hydroxyibuprofen	100004169	43330	FALSE
""	2-hydroxylaurate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxylaurate	100008934	52916	FALSE
""	2-hydroxynervonate*			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxynervonate*	100015638	61698	FALSE
HMDB02264	2-hydroxyoctanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxyoctanoate	100000743	22036	FALSE
HMDB31057	2-hydroxypalmitate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxypalmitate	100001579	35675	FALSE
HMDB00669	2-hydroxyphenylacetate			""			""			""		Amino Acid	Tyrosine Metabolism	2-hydroxyphenylacetate	235	1432	FALSE
""	2-hydroxystearate			""			""			""		Lipid	Fatty Acid, Monohydroxy	2-hydroxystearate	1239	17945	FALSE
HMDB00402	2-isopropylmalate			""			""			""		Xenobiotics	Food Component/Plant	2-isopropylmalate	100000409	15667	FALSE
HMDB01353	2-keto-3-deoxy-gluconate			""			""			""		Xenobiotics	Food Component/Plant	2-keto-3-deoxy-gluconate	100005946	48141	FALSE
HMDB11538	2-linoleoylglycerol (18:2)			""			""			""		Lipid	Monoacylglycerol	2-linoleoylglycerol (18:2)	100000987	32506	FALSE
""	2-methoxyacetaminophen glucuronide*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	2-methoxyacetaminophen glucuronide*	100001795	33161	FALSE
""	2-methoxyacetaminophen sulfate*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	2-methoxyacetaminophen sulfate*	100001793	47031	FALSE
""	2-methoxyresorcinol sulfate			""			""			""		Xenobiotics	Chemical	2-methoxyresorcinol sulfate	100006184	48445	FALSE
HMDB00378	2-methylbutyrylcarnitine (C5)			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	2-methylbutyrylcarnitine (C5)	100001509	45095	FALSE
HMDB00339	2-methylbutyrylglycine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	2-methylbutyrylglycine	100001155	31928	FALSE
""	2-methylcitrate/homocitrate			""			""			""		Energy	TCA Cycle	2-methylcitrate/homocitrate	100008929	52282	FALSE
""	2-naphthol sulfate			""			""			""		Xenobiotics	Chemical	2-naphthol sulfate	100020515	62520	FALSE
HMDB11537	2-oleoylglycerol (18:1)			""			""			""		Lipid	Monoacylglycerol	2-oleoylglycerol (18:1)	100000943	21232	FALSE
HMDB04225	2-oxoarginine*			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	2-oxoarginine*	100002784	55072	FALSE
HMDB10383	2-palmitoleoyl-GPC (16:1)*			""			""			""		Lipid	Lysophospholipid	2-palmitoleoyl-GPC (16:1)*	100001561	47118	FALSE
HMDB11565	2-palmitoleoylglycerol (16:1)*			""			""			""		Lipid	Monoacylglycerol	2-palmitoleoylglycerol (16:1)*	100008953	52432	FALSE
HMDB61702	2-palmitoyl-GPC (16:0)*			""			""			""		Lipid	Lysophospholipid	2-palmitoyl-GPC (16:0)*	100001562	35253	FALSE
HMDB02039	2-pyrrolidinone			""			""			""		Amino Acid	Glutamate Metabolism	2-pyrrolidinone	100001081	31675	FALSE
HMDB11129	2-stearoyl-GPE (18:0)*			""			""			""		Lipid	Lysophospholipid	2-stearoyl-GPE (18:0)*	100003901	41220	FALSE
""	21-hydroxypregnenolone disulfate			""			""			""		Lipid	Pregnenolone Steroids	21-hydroxypregnenolone disulfate	100001999	46115	FALSE
""	3,4-methyleneheptanoate			""			""			""		Xenobiotics	Food Component/Plant	3,4-methyleneheptanoate	100006651	53026	FALSE
""	3,4-methyleneheptanoylcarnitine			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	3,4-methyleneheptanoylcarnitine	100009234	52929	FALSE
HMDB01982	3,7-dimethylurate			""			""			""		Xenobiotics	Xanthine Metabolism	3,7-dimethylurate	100001398	34399	FALSE
HMDB00375	3-(3-hydroxyphenyl)propionate			""			""			""		Xenobiotics	Benzoate Metabolism	3-(3-hydroxyphenyl)propionate	100001624	35635	FALSE
""	3-(3-hydroxyphenyl)propionate sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	3-(3-hydroxyphenyl)propionate sulfate	100005391	45415	FALSE
HMDB00755	3-(4-hydroxyphenyl)lactate			""			""			""		Amino Acid	Tyrosine Metabolism	3-(4-hydroxyphenyl)lactate	240	32197	FALSE
""	3-(cystein-S-yl)acetaminophen*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	3-(cystein-S-yl)acetaminophen*	100001797	34365	FALSE
""	3-(methylthio)acetaminophen sulfate*			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	3-(methylthio)acetaminophen sulfate*	100020827	62567	FALSE
""	3-(N-acetyl-L-cystein-S-yl) acetaminophen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	3-(N-acetyl-L-cystein-S-yl) acetaminophen	2048	45721	FALSE
""	3-acetylphenol sulfate			""			""			""		Xenobiotics	Chemical	3-acetylphenol sulfate	100004326	48693	FALSE
HMDB03911	3-aminoisobutyrate			""			""			""		Nucleotide	Pyrimidine Metabolism, Thymine containing	3-aminoisobutyrate	1114	1566	FALSE
""	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**			""			""			""		Lipid	Fatty Acid, Dicarboxylate	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	100020004	61871	FALSE
HMDB61112	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	100001178	31787	FALSE
""	3-ethylphenylsulfate			""			""			""		Xenobiotics	Benzoate Metabolism	3-ethylphenylsulfate	100001808	36848	FALSE
HMDB00396	3-hydroxy-2-ethylpropionate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-hydroxy-2-ethylpropionate	100001170	32397	FALSE
HMDB00355	3-hydroxy-3-methylglutarate			""			""			""		Lipid	Mevalonate Metabolism	3-hydroxy-3-methylglutarate	112	531	FALSE
HMDB00345	3-hydroxyadipate*			""			""			""		Lipid	Fatty Acid, Dicarboxylate	3-hydroxyadipate*	100004396	62069	FALSE
HMDB00357	3-hydroxybutyrate (BHBA)			""			""			""		Lipid	Ketone Bodies	3-hydroxybutyrate (BHBA)	254	542	FALSE
""	3-hydroxybutyroylglycine**			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Glycine)	3-hydroxybutyroylglycine**	100020211	62064	FALSE
HMDB13127	3-hydroxybutyrylcarnitine (1)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	3-hydroxybutyrylcarnitine (1)	100003926	43264	FALSE
HMDB13127	3-hydroxybutyrylcarnitine (2)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	3-hydroxybutyrylcarnitine (2)	100009271	52984	FALSE
HMDB01204	3-hydroxycotinine glucuronide			""			""			""		Xenobiotics	Tobacco Metabolite	3-hydroxycotinine glucuronide	100004494	43470	FALSE
HMDB02203	3-hydroxydecanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxydecanoate	100000997	22053	FALSE
""	3-hydroxyhexanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxyhexanoate	100006367	53230	FALSE
HMDB06116	3-hydroxyhippurate			""			""			""		Xenobiotics	Benzoate Metabolism	3-hydroxyhippurate	100002122	39600	FALSE
""	3-hydroxyhippurate sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	3-hydroxyhippurate sulfate	100020410	62530	FALSE
""	3-hydroxyindolin-2-one sulfate			""			""			""		Xenobiotics	Food Component/Plant	3-hydroxyindolin-2-one sulfate	100006103	48419	FALSE
HMDB00336	3-hydroxyisobutyrate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-hydroxyisobutyrate	111	1549	FALSE
HMDB00387	3-hydroxylaurate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxylaurate	100001112	32457	FALSE
HMDB01954	3-hydroxyoctanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxyoctanoate	100000773	22001	FALSE
""	3-hydroxyoleate*			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxyoleate*	100019966	61843	FALSE
""	3-hydroxypyridine sulfate			""			""			""		Xenobiotics	Chemical	3-hydroxypyridine sulfate	100006098	48448	FALSE
HMDB00350	3-hydroxysebacate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxysebacate	100001145	31943	FALSE
""	3-hydroxystachydrine*			""			""			""		Xenobiotics	Food Component/Plant	3-hydroxystachydrine*	100020203	62062	FALSE
""	3-hydroxystearate			""			""			""		Lipid	Fatty Acid, Monohydroxy	3-hydroxystearate	100008933	52938	FALSE
HMDB00682	3-indoxyl sulfate			""			""			""		Amino Acid	Tryptophan Metabolism	3-indoxyl sulfate	100000467	27672	FALSE
""	3-methoxycatechol sulfate (1)			""			""			""		Xenobiotics	Benzoate Metabolism	3-methoxycatechol sulfate (1)	100006375	48763	FALSE
""	3-methoxycatechol sulfate (2)			""			""			""		Xenobiotics	Benzoate Metabolism	3-methoxycatechol sulfate (2)	100006376	48752	FALSE
""	3-methoxytyramine sulfate			""			""			""		Amino Acid	Tyrosine Metabolism	3-methoxytyramine sulfate	100004634	44618	FALSE
HMDB01434	3-methoxytyrosine			""			""			""		Amino Acid	Tyrosine Metabolism	3-methoxytyrosine	1342	12017	FALSE
""	3-methyl catechol sulfate (1)			""			""			""		Xenobiotics	Benzoate Metabolism	3-methyl catechol sulfate (1)	100004112	46165	FALSE
HMDB00019	3-methyl-2-oxobutyrate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methyl-2-oxobutyrate	100000936	44526	FALSE
HMDB03736	3-methyl-2-oxovalerate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methyl-2-oxovalerate	100000036	15676	FALSE
HMDB00555	3-methyladipate			""			""			""		Lipid	Fatty Acid, Dicarboxylate	3-methyladipate	100001765	36749	FALSE
HMDB00522	3-methylglutaconate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methylglutaconate	100002458	57747	FALSE
HMDB00552	3-methylglutarylcarnitine (2)			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methylglutarylcarnitine (2)	100005850	46548	FALSE
HMDB00479	3-methylhistidine			""			""			""		Amino Acid	Histidine Metabolism	3-methylhistidine	100000042	15677	FALSE
HMDB01886	3-methylxanthine			""			""			""		Xenobiotics	Xanthine Metabolism	3-methylxanthine	100001108	32445	FALSE
HMDB00764	3-phenylpropionate (hydrocinnamate)			""			""			""		Xenobiotics	Benzoate Metabolism	3-phenylpropionate (hydrocinnamate)	100000010	15749	FALSE
HMDB02757	3-sulfo-L-alanine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	3-sulfo-L-alanine	382	47089	FALSE
HMDB00026	3-ureidopropionate			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	3-ureidopropionate	1053	3155	FALSE
HMDB00308	3b-hydroxy-5-cholenoic acid			""			""			""		Lipid	Secondary Bile Acid Metabolism	3b-hydroxy-5-cholenoic acid	100004182	43507	FALSE
""	3beta,7alpha-dihydroxy-5-cholestenoate			""			""			""		Lipid	Sterol	3beta,7alpha-dihydroxy-5-cholestenoate	100001611	36803	FALSE
""	3beta-hydroxy-5-cholestenoate			""			""			""		Lipid	Sterol	3beta-hydroxy-5-cholestenoate	100006370	54805	FALSE
HMDB03681	4-acetamidobutanoate			""			""			""		Amino Acid	Polyamine Metabolism	4-acetamidobutanoate	1113	1558	FALSE
HMDB01859	4-acetamidophenol			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetamidophenol	1383	12032	FALSE
HMDB10316	4-acetamidophenylglucuronide			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetamidophenylglucuronide	100000043	15736	FALSE
HMDB59911	4-acetaminophen sulfate			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-acetaminophen sulfate	2049	37475	FALSE
""	4-acetylphenol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	4-acetylphenol sulfate	100000711	44620	FALSE
""	4-allylphenol sulfate			""			""			""		Xenobiotics	Food Component/Plant	4-allylphenol sulfate	100001868	37181	FALSE
""	4-aminophenol sulfate (2)			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	4-aminophenol sulfate (2)	100010871	54809	FALSE
HMDB00921	4-cholesten-3-one			""			""			""		Lipid	Sterol	4-cholesten-3-one	100002227	38125	FALSE
""	4-ethylphenol glucuronide			""			""			""		Xenobiotics	Food Component/Plant	4-ethylphenol glucuronide	100009049	52937	FALSE
""	4-ethylphenylsulfate			""			""			""		Xenobiotics	Benzoate Metabolism	4-ethylphenylsulfate	100001756	36099	FALSE
HMDB03464	4-guanidinobutanoate			""			""			""		Amino Acid	Guanidino and Acetamido Metabolism	4-guanidinobutanoate	100000096	15681	FALSE
HMDB60763	4-hydroxy duloxetine glucuronide*			""			""			""		Xenobiotics	Drug - Psychoactive	4-hydroxy duloxetine glucuronide*	100020796	62480	FALSE
HMDB00500	4-hydroxybenzoate			""			""			""		Xenobiotics	Benzoate Metabolism	4-hydroxybenzoate	100000862	21133	FALSE
""	4-hydroxychlorothalonil			""			""			""		Xenobiotics	Chemical	4-hydroxychlorothalonil	100006082	48441	FALSE
""	4-hydroxycoumarin			""			""			""		Xenobiotics	Drug - Cardiovascular	4-hydroxycoumarin	100002049	37445	FALSE
HMDB13678	4-hydroxyhippurate			""			""			""		Xenobiotics	Benzoate Metabolism	4-hydroxyhippurate	100001423	35527	FALSE
HMDB00020	4-hydroxyphenylacetate			""			""			""		Amino Acid	Phenylalanine Metabolism	4-hydroxyphenylacetate	144	541	FALSE
HMDB00707	4-hydroxyphenylpyruvate			""			""			""		Amino Acid	Tyrosine Metabolism	4-hydroxyphenylpyruvate	1141	1669	FALSE
HMDB02024	4-imidazoleacetate			""			""			""		Amino Acid	Histidine Metabolism	4-imidazoleacetate	100001207	32349	FALSE
""	4-methoxyphenol sulfate			""			""			""		Amino Acid	Tyrosine Metabolism	4-methoxyphenol sulfate	100006262	48457	FALSE
HMDB00695	4-methyl-2-oxopentanoate			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	4-methyl-2-oxopentanoate	100000551	22116	FALSE
""	4-methylcatechol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	4-methylcatechol sulfate	100004111	46146	FALSE
""	4-methylguaiacol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	4-methylguaiacol sulfate	100006105	48418	FALSE
HMDB00543	4-phenylbutyrate			""			""			""		Xenobiotics	Drug - Other	4-phenylbutyrate	100004197	43337	FALSE
""	4-vinylguaiacol sulfate			""			""			""		Xenobiotics	Food Component/Plant	4-vinylguaiacol sulfate	100006126	48442	FALSE
HMDB04072	4-vinylphenol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	4-vinylphenol sulfate	100001755	36098	FALSE
HMDB00079	5,6-dihydrothymine			""			""			""		Nucleotide	Pyrimidine Metabolism, Thymine containing	5,6-dihydrothymine	158	1418	FALSE
HMDB00076	5,6-dihydrouracil			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	5,6-dihydrouracil	1125	1559	FALSE
""	5,6-dihydrouridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	5,6-dihydrouridine	100001425	61833	FALSE
""	5-(galactosylhydroxy)-L-lysine			""			""			""		Amino Acid	Lysine Metabolism	5-(galactosylhydroxy)-L-lysine	100002462	43582	FALSE
HMDB04400	5-acetylamino-6-amino-3-methyluracil			""			""			""		Xenobiotics	Xanthine Metabolism	5-acetylamino-6-amino-3-methyluracil	100001403	34424	FALSE
HMDB11105	5-acetylamino-6-formylamino-3-methyluracil			""			""			""		Xenobiotics	Xanthine Metabolism	5-acetylamino-6-formylamino-3-methyluracil	100001402	34401	FALSE
HMDB00529	5-dodecenoate (12:1n7)			""			""			""		Lipid	Medium Chain Fatty Acid	5-dodecenoate (12:1n7)	100001232	33968	FALSE
""	5-dodecenoylcarnitine (C12:1)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	5-dodecenoylcarnitine (C12:1)	100016069	61769	FALSE
""	5-hydroxy-6-methoxy duloxetine sulfate*			""			""			""		Xenobiotics	Drug - Psychoactive	5-hydroxy-6-methoxy duloxetine sulfate*	100020798	62481	FALSE
HMDB00525	5-hydroxyhexanoate			""			""			""		Lipid	Fatty Acid, Monohydroxy	5-hydroxyhexanoate	100001148	31938	FALSE
""	5-hydroxyindole sulfate			""			""			""		Amino Acid	Tryptophan Metabolism	5-hydroxyindole sulfate	100009042	52914	FALSE
HMDB00763	5-hydroxyindoleacetate			""			""			""		Amino Acid	Tryptophan Metabolism	5-hydroxyindoleacetate	71	437	FALSE
HMDB00450	5-hydroxylysine			""			""			""		Amino Acid	Lysine Metabolism	5-hydroxylysine	100000054	15685	FALSE
HMDB01173	5-methylthioadenosine (MTA)			""			""			""		Amino Acid	Polyamine Metabolism	5-methylthioadenosine (MTA)	212	1419	FALSE
HMDB01087	5-methylthioribose**			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	5-methylthioribose**	100002103	62100	FALSE
HMDB00884	5-methyluridine (ribothymidine)			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	5-methyluridine (ribothymidine)	100001446	35136	FALSE
HMDB00267	5-oxoproline			""			""			""		Amino Acid	Glutathione Metabolism	5-oxoproline	1021	1494	FALSE
""	5alpha-androstan-3alpha,17alpha-diol monosulfate			""			""			""		Lipid	Androgenic Steroids	5alpha-androstan-3alpha,17alpha-diol monosulfate	100002008	37183	FALSE
""	5alpha-androstan-3alpha,17beta-diol disulfate			""			""			""		Lipid	Androgenic Steroids	5alpha-androstan-3alpha,17beta-diol disulfate	100002017	37184	FALSE
""	5alpha-androstan-3alpha,17beta-diol monosulfate (1)			""			""			""		Lipid	Androgenic Steroids	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	100002018	37186	FALSE
